⺀	⿱丶丶
𭔍	⿱宀⿰⿱𠂉母攵
𭔎	⿱宀⿱釆心
𭔏	⿸⿱宀爿⿱𠂒口
𭔐	⿱宀⿱巛果
𭔑	⿳宀北⿷⿱儿丶
𭔒	⿰⿱宀且我
𭔓	⿱宀⿱隹灬
𭔔	⿱宀⿰衤衣
𭔕	⿱宀⿱酋大
𭔖	⿱宀⿰女⿸厂里
𭔗	⿳宀⿱艹目心
𭔘	⿸⿱宀爿⿱日生
𭔙	⿱宀⿱言
𭔚	⿱宀⿺辶⿱⿱土口𧘇
𭔛	⿰⿱⿱宀丰口巠
𭔜	⿱宀⿰牛⿱自木
𭔝	⿱⿱宀心⿱⿻龷一冉
𭔞	⿰⿳⿱宀心罒丁也
𭔟	⿳宀⿰𤣩王貝
𭔠	⿰⿱⿱宀丰口⿱穴工
𭔡	⿱宀⿰丿㦰
𭔢	⿱宀⿰⿱木示見
𭔣	⿱宀⿱艹⿱⿱夭口冋
𭔤	⿰⿳⿱宀心罒丁⿱乃子
𭔦	⿰⿳⿱宀心罒丁⿱夂口
𭔧	⿰⿳⿱宀心罒丁⿱亠⿰亻⿴夂丶
𭔨	⿰⿳⿱宀心罒丁⿱禾女
𭔩	⿱万寸
𭔪	⿰⿷匸儿寸
𭔫	⿱⿰工几寸
𭔬	⿰丩⿱夕寸
𭔭	⿱⿰土也寸
𭔮	⿰⿱上下寸
𭔯	⿱⿱夕夕寸
𭔰	⿰豆寸
𭔱	⿸𫝕寸
𭔲	⿱⿱己心寸
𭔳	⿰⿱⿱日一寸也
𭔴	⿱⿰阝⿱宀匕寸
𭔵	⿰⿱⿱十廾土寸
𭔶	⿰甚寸
𭔷	⿺⿳𠂊田儿寸
𭔸	⿰堇寸
𭔹	⿰⿱艹至寸
𭔺	⿱⿰亻⿳目一八寸
𭔻	⿱⿰氵良寸
𭔼	⿱⿰阝良寸
𭔽	⿱⿰阝⿳目一八寸
𭔾	⿰⿳业口土寸
𭔿	⿳八𮠕寸
𭕀	⿰⿱⿳士冖⿱一口䒑寸
𭕁	⿱⿱日⿰耳又寸
𭕂	⿱⿴囗⿱口貝寸
𭕃	⿰⿱寸⿸厂⿱土土
𭕅	⿰小及
𭕇	⿱夭小
𭕉	⿱立小
𭕊	⿰小衣
𭕋	⿱⿰礻⿱𠆢小
𭕌	⿰小⿱音心
𭕍	⿺尣干
𭕎	⿺兀田
𭕏	⿺兀⿱日勿
𭕐	⿰⿱亠⿱日一尤
𭕑	⿺兀⿳田一𧘇
𭕒	⿰⿱⿱亠日小尤
𭕓	⿰⿱丶畐尤
𭕔	⿸尸冂
𭕕	⿸尸本
𭕖	⿸尸犮
𭕗	⿰⿸尸匕也
𭕘	⿸尸目
𭕙	⿸尸⿰扌⿻二丨
𭕚	⿸尸⿰土也
𭕛	⿸尸虫
𭕜	⿸尸⿵⿱丿冂口
𭕝	⿸尸⿻氺一
𭕞	⿸尸⿰彳攴
𭕟	⿰⿸尸毛也
𭕠	⿸尸垂
𭕡	⿸尸⿱⿰二人㐄
𭕢	⿺尺赤
𭕣	⿸尸⿰扌⿹勹口
𭕤	⿸尸⿰貝刂
𭕥	⿸尸⿱百夂
𭕦	⿺⿱日𤴓尺
𭕧	⿺⿸尸毛衣
𭕨	⿺⿸尸毛⿱夂口
𭕩	⿸尸鬼
𭕪	⿸尸⿰𠂤帀
𭕫	⿸尸⿰彳走
𭕬	⿸尸⿱文羊
𭕭	⿸尸⿳土中禸
𭕮	⿰⿸尸⿱十口老
𭕯	⿸尸⿱⿻儿⿰二二半
𭕰	⿸尸鬲
𭕱	⿰⿸尸匕⿱爫⿱幺大
𭕲	⿱⿰牙攵⿸尸毛
𭕳	⿰⿸尸毛臽
𭕴	⿰⿸尸言⿱⿱𠆢丶龴
𭕵	⿸尸⿰氵⿱覀土
𭕶	⿰⿸尸日尃
𭕷	⿸尸⿰扌⿱⿱夭口冋
𭕸	⿸尸⿱⿰木木⿳口丿口
𭕹	⿰⿸尸⿱十口⿰扌⿱𠆢舌
𭕺	⿲⿸尸毛火⿱爫日
𭕻	⿰⿸尸⿱十口⿳亼吅从
𭕼	⿸尸⿱⿰目目鬼
𭕽	⿰⿸尸⿱十口⿰扌⿳亼吅从
𭕾	屯
𭕿	屯
𭖀	⿰山
𭖁	⿰山三
𭖂	⿰山于
𭖃	⿱山久
𭖄	⿰山下
𭖅	⿰山⿸厂厶
𭖆	⿱山厄
𭖇	⿰山止
𭖉	⿰山冘
𭖊	⿱㓁山
𭖋	⿱山瓦
𭖌	⿰山⿱日一
𭖍	⿱山且
𭖎	⿰山片
𭖏	⿱⿱山人土
𭖐	⿱山⿱亠巾
𭖑	⿱山必
𭖒	⿱山主
𭖓	⿰山⿱丷干
𭖔	⿱⿰力口山
𭖕	⿱山⿷匚王
𭖖	⿰山百
𭖗	⿱山⿰支力
𭖘	⿰山⿸土
𭖚	⿱山⿱夕夕
𭖛	⿱𣎳凵
𭖜	⿱水⿱𠆢山
𭖝	⿰山⿰女子
𭖞	⿰山⿰幺幺
𭖟	⿰山⿺辶大
𭖠	⿱山⿰土⿹勹冫
𭖡	⿱山克
𭖢	⿱山甫
𭖣	⿱山冏
𭖤	⿰山⿸𠂆⿻⿻二丨冂
𭖥	⿱山⿱夂月
𭖦	⿱山谷
𭖧	⿰山⿰氵王
𭖨	⿱山夋
𭖩	⿰山⿱土⿱丷干
𭖪	⿰山⿱龶母
𭖫	⿱山⿱口⿹丅口
𭖬	⿰山⿱日升
𭖮	⿰山⿺廴⿱丿止
𭖯	⿰⿱丘山大
𭖰	⿱山⿰阝⿱宀匕
𭖱	⿱山⿸尸⿱十口
𭖳	⿰山⿰甘欠
𭖴	⿰山⿱罒方
𭖵	⿱山⿱田比
𭖶	⿰山⿱少目
𭖷	⿰山⿱⿱𠂊彐心
𭖸	⿱山⿰白攵
𭖹	⿰山⿸𠂆自
𭖺	⿰山⿱亼羽
𭖻	⿰山⿰皀卩
𭖼	⿰山⿻⿱丿土⿱比一
𭖽	⿱⿰禾火山
𭖾	⿱山羌
𭖿	⿱山⿰忄亘
𭗀	⿱山⿱⿰扌斤口
𭗁	⿱山⿰木亘
𭗃	⿱山⿹山
𭗄	⿰山⿳爫幺夂
𭗅	⿱山⿰子系
𭗆	⿱山⿳丷兀皿
𭗇	⿰山⿳士乛⿱一⿰口寸
𭗈	⿰山⿱老目
𭗉	⿱山⿵戊臣
𭗊	⿱山⿰⿱上天欠
𭗋	⿰山⿱小隹
𭗌	⿱山⿰舌甘
𭗍	⿱山⿱立⿱日十
𭗎	⿱鹿山
𭗏	⿱山⿱⿱宀必山
𭗐	⿱山⿹⿰工攵𤮺
𭗑	⿰山⿸尸雨
𭗒	⿱山⿰彳⿰歹攵
𭗓	⿱山⿰彳⿰𤣩攵
𭗔	⿱山⿰木隹
𭗕	⿱山⿸厂⿰⿱丅耳又
𭗖	⿱山⿱壴口
𭗗	⿰山⿱⿱艹冖糸
𭗘	⿱山菐
𭗙	⿱山⿱⿶丄仌自
𭗚	⿱山⿰亻尃
𭗛	⿰山爲
𭗜	⿱山⿰糹色
𭗝	⿰山⿺辶隹
𭗞	⿰山⿸广⿱田月
𭗟	⿺⿱山更⿱亠父
𭗠	⿱山⿰⿱十⿱日十⿱𠆢干
𭗡	⿰山⿱艹盍
𭗢	⿰山⿰⿰犭言犬
𭗣	⿰山⿰皮頁
𭗤	⿱山⿺辶⿱⿱土口𧘇
𭗥	⿰山⿺辶⿱⿱覀大㔾
𭗦	⿱山⿰扌⿳亠厶⿻廿木
𭗧	⿰⿱山⿸厂干⿱爫臼
𭗨	⿰山⿹𢦏韭
𭗩	⿲山⿸虍丘⿱八丂
𭗪	⿱山⿰禾鬼
𭗫	⿰山⿸尸⿰彳⿱⿱𠂉日夂
𭗬	⿰山⿳廿⿴北口灬
𭗭	⿳山吅⿸耳攵
𭗮	⿰山⿱日⿱雨云
𭗯	⿰山⿴行⿳𠂊田大
𭗰	⿱山⿰冫⿰⿱匕矢⿱龴疋
𭗱	⿱⿰阝⿺辶⿱⿸𠂇工月山
𭗲	⿱山⿰⿸虍豆戈
𭗳	⿰山⿱艹⿰⿸尸口辛
𭗴	⿱山⿰魚羊
𭗵	⿰山⿱耳⿰耳耳
𭗶	⿱山⿱艹⿵臣
𭗷	⿰山⿳山十⿸厂⿹⿰工攵𤮺
𭗸	⿱山⿰⿱⿱十八⿱⿱十八
𭗹	⿰山⿱⿷⿱儿丶⿰⿷⿱儿丶⿷⿱儿丶
𭗺	⿱巛七
𭗻	⿱𥘅⿱𠃍一
𭗼	⿱巛山
𭗽	⿱巛天
𭗾	⿱巛⿶凵㐅
𭗿	⿱巛歺
𭘀	⿲丬丬丬
𭘁	⿰夋巛
𭘃	⿱工下
𭘄	⿰工兀
𭘅	⿰工勺
𭘆	巫
𭘇	⿰工⿱夂口
𭘈	⿰巨⿱⿱𠆢丶乛
𭘉	⿰⿸𠂇工⿱臼儿
𭘊	⿱丷⿸厂巳
𭘋	⿱由巳
𭘌	⿰由巳
𭘍	⿰臣己
𭘎	⿱工⿱⿱龷八巳
𭘏	⿱巴⿰扌立
𭘐	⿰⿱立月⿱巳⿱龷八
𭘑	⿸⿸𠂆一巾
𭘒	⿱彐巾
𭘓	⿰巾无
𭘔	⿰巾午
𭘕	⿰巾未
𭘖	⿰巾⿱十口
𭘗	⿰巾⿴囗又
𭘘	⿰巾⿱⿱𠆢丶龴
𭘙	⿰巾⿱宀匕
𭘚	⿰巾⿱厶口
𭘛	⿰巾⿸𠂇火
𭘝	⿰巾⿱宀乇
𭘞	⿰巾⿱夂口
𭘟	⿰⿸𠂇巾发
𭘠	⿰巾見
𭘡	⿰巾⿱口王
𭘢	⿱⿰禾刂巾
𭘣	⿱⿱五口巾
𭘤	⿰巾⿱𦍌几
𭘥	⿰巾⿱巛囟
𭘦	⿰巾甾
𭘧	⿳卌冖巾
𭘨	⿰⿸𠂇巾弟
𭘩	⿰巾昜
𭘪	⿰巾⿱田月
𭘫	⿰巾⿱白勿
𭘬	⿰⿱丶⿳一丷⿱冖巾也
𭘭	⿰巾⿳亠口⿱冖丁
𭘮	⿰巾⿱⿱𫝀口巾
𭘯	⿰⿸𠂇巾⿰月月
𭘰	⿰巾尃
𭘱	⿰巾骨
𭘲	⿰巾⿱艹
𭘳	⿳⿱丶⿳一丷⿱冖巾一𧘇
𭘴	⿰巾⿰衤皮
𭘵	⿰巾⿱⿱中一貝
𭘶	⿰巾⿸虍豕
𭘷	⿱⿰⿱艹⿹勹口攵巾
𭘸	⿰⿱白巾⿱白巾
𭘹	⿰⿸𠂇巾⿱艹⿰氵⿱夂口
𭘺	⿰⿳丷兀皿⿳彐冖巾
𭘻	⿰巾⿱宀⿱癶豆
𭘼	⿰巾⿱⿱冖人⿱癶豆
𭘽	⿰⿱丶⿳一丷⿱冖巾爾
𭘾	⿻午二
𭘿	⿰干⿱土厶
𭙁	⿰平文
𭙂	⿰年比
𭙃	⿰干良
𭙄	⿰年咅
𭙅	⿰年卑
𭙆	⿰卑年
𭙇	⿰并⿱八⿱日
𭙈	⿱幺𠃌
𭙉	⿹乙幺
𭙊	⿰幺丁
𭙋	⿰幺⿹勹冫
𭙍	⿸广几
𭙎	⿸广又
𭙏	⿸广了
𭙐	⿸广乞
𭙑	⿰丿⿸广⿰丶丶
𭙒	⿸广子
𭙓	⿸广尤
𭙔	⿸广殳
𭙕	⿸广手
𭙖	⿸广夭
𭙗	⿸广互
𭙘	⿸广央
𭙚	⿸广夷
𭙜	⿸广更
𭙝	⿸广⿱𠂉母
𭙞	⿸广⿱⿱⿱𠆢丶乛口
𭙟	⿸广⿻从大
𭙠	⿸广⿰彳殳
𭙡	⿸广⿱龴用
𭙢	⿸广⿱臼儿
𭙣	⿸广垂
𭙤	⿸广壴
𭙥	⿸广⿱𤰔寸
𭙦	⿸广⿱⿱𠂉日夂
𭙧	⿸广⿱肀匆
𭙨	⿸广⿺辶⿸⿻一肀一
𭙩	⿸广⿰舟殳
𭙪	⿰⿸广氐以
𭙫	⿸广⿰⿱丷干艮
𭙬	⿸广⿷羌厶
𭙭	⿸广⿸羊工
𭙮	⿸⿸广比言
𭙯	⿸广⿱龷貝
𭙰	⿸广壴
𭙱	⿸广⿰⿵⿱小⿵冂一一攵
𭙲	⿸广⿱隹口
𭙳	⿸⿸广隹土
𭙴	⿸广⿱吅⿻甲一
𭙵	⿸广⿰⿱日月犬
𭙶	⿸⿸广隹月
𭙷	⿸广⿰彳⿱⿱𠂉日夂
𭙸	⿸广粦
𭙹	⿸广⿰阝⿱夂⿱一生
𭙺	⿸广⿳卌冖巾
𭙻	⿸广⿱⿰歹刂衣
𭙼	⿸广⿱⿰𦣞巳灬
𭙽	⿸麻⿱土厶
𭙾	⿸广⿱十⿱罒衣
𭙿	⿸广萬
𭚀	⿸广⿳北⿰又又⿰丄又
𭚁	⿸广𫟚
𭚂	⿸广⿰⿱立月⿱匕匕
𭚃	⿸广⿱⿰尸⿰亻日
𭚄	⿸⿸广⿰禾禾心
𭚅	⿸广⿱⿰⿰木爻木女
𭚆	⿸广⿰黑阝
𭚇	⿸⿸广⿰禾禾石
𭚈	⿸广奭
𭚉	⿸麻⿱冈月
𭚊	⿸广⿱北鳥
𭚋	⿱⿸广⿰⿱日月犬手
𭚌	⿸广⿱⿰黑阝土
𭚍	⿸广⿱⿰⿱龶勹攵貝
𭚎	⿸广⿱羊⿰羊羊
𭚏	⿸⿸广車⿰虫虫
𭚐	⿸广⿰⿱日月⿱犬里
𭚑	⿸⿸广⿰亻隹高
𭚒	⿺廴⿱一⿺乚⿰丶丶
𭚓	⿺廴
𭚔	⿺廴丰
𭚕	⿺廴生
𭚖	阜
𭚗	⿱⿰𤣩刀⿸廾丶
𭚘	⿱⿰生刀廾
𭚚	⿱⿱𥫗⿰亻寸廾
𭚛	⿰⿱王廾⿱白水
𭚜	⿱⿰口馬廾
𭚝	⿱⿰𧾷自廾
𭚞	⿰⿱厶廾⿳爫罒⿰寸
𭚟	⿶⿹弋一一
𭚠	戍
𭚡	⿹弋
𭚢	⿺夌弋
𭚣	⿹弋⿱亚日
𭚤	⿰⿱与小⿹弋工
𭚥	弓
𭚦	⿰弓广
𭚧	⿰弓殳
𭚨	⿹⿻𫠠弓力
𭚩	⿰弓甘
𭚪	⿰弓斥
𭚫	⿰弓㐱
𭚬	⿰弓⿱士口
𭚭	⿰⿰弓丨⿸尸匕
𭚮	⿰弓⿱夕口
𭚯	⿱⿰女口弓
𭚰	⿰弓羽
𭚱	⿰弓⿱山文
𭚲	⿰弓⿴囗木
𭚳	⿰弓⿱𠂉冉
𭚴	⿰弓⿱宀厷
𭚵	⿰弓⿰女少
𭚶	⿰弓⿳一丷⿻丨月
𭚷	⿰弓黾
𭚸	⿰弓⿱𠂉虫
𭚹	⿰弓⿳𠂉中凵
𭚺	⿰弓⿰⿱龸子力
𭚻	⿰弓頁
𭚼	⿰弓⿳口中凵
𭚽	⿰弓卑
𭚾	⿰弟⿱⿱𠆢丶龴
𭚿	⿰弓⿱䒑⿰月刂
𭛀	⿰弓⿸尸至
𭛁	⿱业⿰弓攵
𭛂	⿲弓⿱龸子弓
𭛃	⿰弓⿳丷兀皿
𭛅	⿰弓雨
𭛆	⿰弓⿱⿰夫夫日
𭛇	⿰⿰⿹弓二⿹弓二用
𭛈	⿰弓⿱⿱亠⿴囗口⿱日一
𭛉	⿰弓⿺辶⿱八豕
𭛊	⿰弟⿱宀豕
𭛋	⿱⿰貝貝弓
𭛌	⿰⿹弓二⿳⿱一田⿱一田一
𭛍	⿱彐卯
𭛎	⿰彐⿸尸匕
𭛏	⿳彑口䒑
𭛐	⿱彐⿱亦十
𭛑	⿱彑⿱田⿱𠆢⿰丿丨
𭛒	⿱彐⿱冖車
𭛓	⿰用彡
𭛔	⿰⿸厂⿱白小彡
𭛖	⿱⿰⿰彡丨⿰丨三⿵冂⿰⿰丨丨⿰丨丨
𭛗	⿱⿰彡彡⿰木木
𭛘	⿰⿱巛果彡
𭛙	⿰果彡
𭛚	⿰⿸虍业彡
𭛛	⿰⿸产彡⿱𠂉日
𭛜	⿰彳千
𭛝	⿰彳⿱乛丄
𭛞	⿰彳予
𭛟	⿰彳⿱土厶
𭛠	⿰彳⿱⿱冂一乂
𭛡	⿰彳冋
𭛢	⿰彳⿴囗人
𭛣	⿰彳⿱䒑乂
𭛤	⿰彳⿱刀口
𭛥	⿰彳⿰力口
𭛦	⿰彳乏
𭛧	⿰彳耒
𭛨	⿰彳⿰冫欠
𭛩	⿰彳⿻王丷
𭛪	⿰彳⿸厂目
𭛫	⿰彳⿱龸子
𭛬	⿰彳足
𭛭	⿰彳系
𭛮	⿰彳⿱宀之
𭛯	⿰彳青
𭛰	⿰⿰彳⿱土厶亍
𭛱	⿰彳靣
𭛲	⿰彳⿱⿱日一夂
𭛳	⿰彳⿱爫夫
𭛴	⿰彳侖
𭛵	⿰彳⿳亠口小
𭛶	⿰彳叕
𭛷	⿰彳畐
𭛸	⿰彳⿱⿰龶刀大
𭛹	⿲彳丨⿱夂朩
𭛺	⿰彳⿸虍巾
𭛻	⿰彳⿰禾火
𭛼	⿰彳首
𭛽	⿰彳⿳丷兀皿
𭛾	⿰彳⿰求攵
𭛿	⿰彳⿰⿱𠂉母攵
𭜀	⿰彳⿰重力
𭜁	⿰彳⿰⿱龷日攵
𭜂	⿰彳⿰尚攵
𭜃	⿰彳⿱⿱⿰火火冖力
𭜄	⿰彳⿱癶⿰弓殳
𭜅	⿱⿰彳⿱从龰中
𭜆	⿰彳⿱艹枼
𭜇	⿲彳𦈢⿱夕口
𭜈	⿲彳⿱立月攵
𭜉	⿰彳⿸广黄
𭜊	⿰彳⿰⿱𠂒口頁
𭜋	⿱亏心
𭜌	⿰忄万
𭜍	⿱么心
𭜎	⿱⿷匸一心
𭜏	⿰忄⿸𠂇匕
𭜐	⿰忄五
𭜑	⿱龷心
𭜒	⿰忄厄
𭜓	⿱⿱一口心
𭜔	⿰忄⿸厂人
𭜕	⿰忄开
𭜖	⿰忄⿹丿
𭜗	⿰忄丹
𭜘	⿱𠫓心
𭜙	⿱圥心
𭜚	⿰忄⿹弋二
𭜛	⿰忄皿
𭜜	⿰忄目
𭜝	⿱业心
𭜞	⿰忄⿸千又
𭜟	⿰忄矢
𭜠	⿰忄⿰亻大
𭜡	⿰忄⿸广厶
𭜢	⿰忄⿱厶廾
𭜣	⿳𠂉彐心
𭜥	⿱夗心
𭜦	⿱⿰二口心
𭜧	⿱⿻土丷心
𭜨	⿱⿸歹匕心
𭜩	⿱亘心
𭜪	⿱⿴囗夊心
𭜫	⿱虫心
𭜬	⿰忄⿱日十
𭜭	⿰忄⿹勹文
𭜮	⿱⿱八夫心
𭜯	⿱⿰冫水心
𭜰	⿳宀夂心
𭜱	⿰忄⿺𠃊矢
𭜲	⿰忄⿳十冖力
𭜳	⿳正彐心
𭜴	⿰忄⿱刀⿰刀刀
𭜵	⿱⿱彐彐心
𭜶	⿳⿱土口一心
𭜷	⿱⿰木巳心
𭜸	⿰忄⿸耂子
𭜹	⿱⿰工勿心
𭜺	⿱⿰牙阝心
𭜻	⿰忄⿰扌斤
𭜼	⿰忄貝
𭜽	⿰忄⿱田力
𭜾	⿰忄⿱丘八
𭜿	⿰忄⿱白𠀁
𭝀	⿰忄⿱氏巾
𭝁	⿱⿰彳方心
𭝂	⿰忄⿱爫子
𭝃	⿰忄⿱㓁干
𭝄	⿰忄⿱穴九
𭝅	⿰忄辛
𭝆	⿱⿰女欠心
𭝇	⿱⿰女⿱八刀心
𭝈	⿰忄⿸尹口
𭝉	⿱⿰纟屯心
𭝊	⿱⿱彐火心
𭝋	⿰忄⿱彐火
𭝌	⿰夫⿱⿱⿱𠆢丶乛心
𭝍	⿱⿱大示心
𭝎	⿰忄⿱大示
𭝏	⿰忄⿻丅⿵冂⿰入入
𭝐	⿰忄⿷匚舟
𭝑	⿰忄⿱日木
𭝒	⿱尚心
𭝓	⿱⿰日勿心
𭝔	⿰⿰忄且也
𭝕	⿰忄⿹⿱⿱𠆢丶龴口
𭝖	⿱⿰彳弗心
𭝗	⿰忄⿱⿱八刀心
𭝘	⿱⿰衤刀心
𭝙	⿱⿰氵皮心
𭝚	⿰忄⿵齐二
𭝛	⿱⿱宀示心
𭝜	⿱宀⿱半心
𭝝	⿰⿹𠃌⿱一口⿱士心
𭝞	⿰⿰忄夬戈
𭝟	⿰忄⿸尸⿱十口
𭝠	⿱⿻十从⿱人心
𭝡	⿸⿸厂⿱曰子心
𭝢	⿱⿲丰丿丰心
𭝣	⿰忄⿰⿸𠂇月阝
𭝤	⿱⿰耳阝心
𭝥	⿱⿰束刂心
𭝦	⿱⿰木主心
𭝧	⿰忄⿰土亘
𭝨	⿱⿰臣巳心
𭝩	⿰忄⿱艹⿱十口
𭝪	⿰忄⿱艹夗
𭝫	⿱⿰口艮心
𭝬	⿰忄⿸虍⿷匚一
𭝭	⿰忄⿱夗心
𭝮	⿱⿰彳艮心
𭝯	⿰⿱⿱⿱𠆢丶乛心本
𭝰	⿰忄⿳丿⿱冖人比
𭝱	⿱⿰亻⿱口木心
𭝲	⿲亻丨⿱米心
𭝳	⿰忄⿱⿵乃㐅皿
𭝴	⿱⿰氵舌心
𭝵	⿰⿳亠口⿱冖丁心
𭝶	⿱⿰亻⿱攵火心
𭝷	⿰忄⿱大⿱曰小
𭝸	⿱⿰百殳心
𭝹	⿰忄⿺尢⿱爫寸
𭝺	⿰忄⿱𡗗示
𭝻	⿰忄⿳十冖糸
𭝼	⿰忄⿱而心
𭝽	⿰忄⿺辶⿴囗口
𭝾	⿱⿱⿴囗人皿心
𭝿	⿰忄⿰日⿱士寸
𭞀	⿱爫⿱艮心
𭞁	⿱⿰彳⿱丷𤴓心
𭞂	⿱⿲亻丨攵⿱刃心
𭞃	⿱⿰彳⿱亼朩心
𭞄	⿰忄⿳爫冖⿸𠂇又
𭞅	⿰忄⿺辶⿱八天
𭞆	⿰忄⿰⿱亠父攵
𭞇	⿰⿳亠口⿱冖丁必
𭞈	⿱韋心
𭞉	⿱⿰女丸⿱木心
𭞋	⿰忄⿱覀心
𭞌	⿳冖尸⿱罒心
𭞍	⿱⿰甘舌心
𭞎	⿰忄⿹貝
𭞏	⿱⿰臣⿱厶口心
𭞐	⿸𭅰⿱田心
𭞑	⿱⿰甫攵心
𭞒	⿰忄⿸厂⿸户𠕁
𭞓	⿱⿰扌隹心
𭞔	⿰⿱亚心出
𭞕	⿱⿱曰⿰且力心
𭞖	⿰忄⿱艹⿰卩
𭞗	⿱⿰⿱上天欠心
𭞘	⿱⿰⿱日日大心
𭞙	⿰忄⿱昷力
𭞚	⿰忄⿸虍⿺夂几
𭞛	⿰忄⿱曰⿰且力
𭞜	⿰忄⿸少⿱曰小
𭞝	⿱⿸⿲亻丨攵朩心
𭞞	⿰忄⿱𠂉⿻一隹
𭞟	⿰忄⿱𥫗𢎨
𭞠	⿱⿰⿱𠂉母殳心
𭞡	⿰忄⿳亠丷冏
𭞢	⿱⿰冫⿱亼朩⿱人心
𭞣	⿰忄啇
𭞤	⿱⿰矛⿱攵力心
𭞧	⿱⿰朿朿心
𭞨	⿱⿸厂⿰屰月心
𭞩	⿰忄⿱⿻艹口⿱冖月
𭞪	⿰忄⿱亞心
𭞫	⿱⿰⿱土⿱丷干攵心
𭞬	⿰忄⿱亞田
𭞭	⿰忄⿸厂⿰豆寸
𭞮	⿱⿱日⿰耳又心
𭞯	⿰忄⿰𧾷巨
𭞰	⿰忄⿱艹⿱亡目
𭞱	⿰⿱⿱艹⿸𠂇口心也
𭞲	⿱⿰尚殳心
𭞳	⿱⿱日⿳亠口小心
𭞴	⿰忄菐
𭞵	⿰忄⿱酋寸
𭞶	⿰忄⿰⿱⿱𠆢丶⿸口刂
𭞷	⿰忄⿺辶隹
𭞸	⿱⿰氵⿱丶⿳一丷⿱冖巾心
𭞹	⿰忄⿱龷隹
𭞺	⿰忄⿱⿰𦣞巳灬
𭞻	⿰忄⿺辶⿱⿸𠂇工月
𭞼	⿰忄⿱覀貝
𭞽	⿰忄⿳日罒心
𭞾	⿰忄⿱豕
𭞿	⿰⿱勿心⿱⿱𠂉日夂
𭟁	⿰忄⿳文冖見
𭟂	⿱⿰酋犬心
𭟃	⿰忄⿱穴隹
𭟄	⿱⿲幺言幺心
𭟅	⿰⿰忄⿱覀示寸
𭟆	⿰忄⿳⿻一曲冖目
𭟇	⿰忄⿱艹⿱⿱𠆢丶⿸口
𭟈	⿰忄⿵⿳艹⿱冖人戊丶
𭟉	⿰忄⿵門⿱夂口
𭟊	⿸⿰忄户⿱巛邑
𭟋	⿰⿳⿱宀心罒丁心
𭟌	⿱⿰氵⿰車斤心
𭟍	⿰忄⿱⿵戊⿱上小心
𭟎	⿰忄⿱⿰夫夫貝
𭟏	⿱⿰臣頁心
𭟐	⿰忄⿱士⿱罒貝
𭟑	⿰忄⿱覀⿰龵目
𭟒	⿰忄⿱⿱艹⿱日大日
𭟓	⿰忄⿱黑土
𭟔	⿱⿰⿸虍丘欠心
𭟕	⿱⿰氵⿱癶豆心
𭟖	⿰忄⿳亠口⿱冖豕
𭟗	⿰忄⿰啇攵
𭟘	⿰忄⿱雨⿰龵月
𭟙	⿰忄⿱雨隹
𭟚	⿱尚黑
𭟛	⿱⿰里音心
𭟜	⿰⿱田心⿱串心
𭟝	⿱心⿰青争
𭟞	⿰忄⿱⿳立中口心
𭟟	⿱⿰⿱罒⿱土⿱丷干攵心
𭟠	⿱⿰⿳亼吅从攵心
𭟡	⿱⿰火喿心
𭟢	⿱⿸疒⿰⿱日月犬心
𭟣	⿰忄⿱⿵戊⿱上小足
𭟤	⿰忄⿳⿱艹罒㓁目
𭟥	⿰忄⿵門⿱止豆
𭟦	⿱⿰⿱亦木隹心
𭟧	⿰忄⿱覀⿰革月
𭟨	⿰⿰忄⿱⿰目目隹亍
𭟩	⿰忄⿱⿰隹隹癶
𭟪	⿱⿰⿱立⿱日十⿱⿱十八心
𭟫	⿰忄⿰⿱寸鳥
𭟬	⿰忄⿱𥫗龍
𭟭	⿰忄⿳⿱艹罒冖⿱癶豆
𭟮	一
𭟯	⿱土戈
𭟰	⿱戈止
𭟱	⿱丷⿸厂戈
𭟲	㦰
𭟳	⿰冋戈
𭟴	⿹戈⿱上日
𭟵	⿹戈角
𭟷	⿰⿱示戈
𭟹	⿰冫⿱丷⿵戊㠯
𭟺	⿰⿱⿱⿱一⿰幺幺一日戈
𭟻	⿹⿹⿹戈口一⿱口王
𭟼	⿰⿸虍丘戈
𭟽	⿰⿱⿱羊䒑口戈
𭟾	⿰⿸𭅰豆戈
𭟿	⿸户𠃌
𭠀	⿸户工
𭠁	⿸户六
𭠂	⿸户⿹𠃌口
𭠃	⿸户犮
𭠄	⿸户⿱十口
𭠅	⿸户⿸千又
𭠆	⿸户⿱勹巳
𭠇	⿸⿸户口田
𭠈	⿰⿸户方方
𭠉	⿸户⿱⿱⿱𠆢丶龴山
𭠊	⿰⿸户羽皮
𭠋	⿰⿸户羽⿱乂朩
𭠌	⿰⿸户𠕁⿺辶⿱⿱覀大㔾
𭠎	⿰扌又
𭠏	⿰手下
𭠐	⿰扌⿰𠂈乚
𭠑	⿰扌立
𭠒	⿰扌⿹丿
𭠓	⿰手⿱八刀
𭠔	⿰手⿱⿱𠆢丶乛
𭠕	⿰手午
𭠖	⿰手丑
𭠗	⿰扌⿸𠂇口
𭠘	⿰扌⿱⿱冂一乂
𭠙	⿰扌业
𭠚	⿱⿰扌殳𠃍
𭠛	⿰扌⿱𠆢干
𭠜	⿰扌⿱人土
𭠝	⿰扌丐
𭠞	⿰手⿰幺力
𭠟	⿰扌⿹𠃌⿱一口
